nombre;etiquetas
_secret_.mp3;Doppler
me colé.mp3;Doppler
sirena_acercándose.wav;Doppler
sirena_alejándose.wav;Doppler
Sirena.wav;Doppler
sound_1.mp3;Correcto
sound_2.mp3;Incorrecto
